time_s,vitesse_surface_m_s,ecart_type
0.0,1.2394183158874512,0.6609656095504761
0.03333333333333333,1.2816913604736329,0.6961835861206055
0.06666666666666667,1.2754642009735109,0.6909763097763062
0.1,1.3121569633483887,0.6456727981567383
0.13333333333333333,1.2493865489959717,0.6724426746368408
0.16666666666666666,1.302946901321411,0.6893825054168702
0.2,1.3577748298645018,0.7304502010345458
0.23333333333333334,1.2724887371063234,0.7062962293624878
0.26666666666666666,1.3079525470733642,0.7107326745986939
0.3,1.3112553119659425,0.6816990137100221
0.3333333333333333,1.3280819892883302,0.7154250383377075
0.36666666666666664,1.248527526855469,0.6616506814956665
0.4,1.3466680526733399,0.733544397354126
0.43333333333333335,1.2875484466552736,0.6895351409912109
0.4666666666666667,1.3734652519226076,0.7238932371139527
0.5,1.3198013305664062,0.7067602872848511
0.5333333333333333,1.351487159729004,0.7293386220932008
0.5666666666666667,1.3294851779937744,0.6985669612884522
0.6,1.341569423675537,0.7199427366256714
0.6333333333333333,1.3408093929290772,0.7392027139663696
0.6666666666666666,1.2859033584594728,0.701659083366394
0.7,1.2692632198333742,0.7002581119537354
0.7333333333333333,1.3070591926574706,0.7310096740722656
0.7666666666666666,1.2787065982818604,0.717984938621521
0.8,1.314660930633545,0.7178295850753784
0.8333333333333334,1.2610320568084716,0.6760806798934937
0.8666666666666667,1.299972438812256,0.7185924768447877
0.9,1.2598797798156738,0.6571845531463623
0.9333333333333333,1.2545411109924316,0.7002962350845338
0.9666666666666667,1.2813026905059814,0.6713163614273071
1.0,1.2313158988952637,0.6654130697250367
1.0333333333333332,1.2356806755065917,0.670898723602295
1.0666666666666667,1.2071900367736816,0.6620860576629638
1.1,1.3043907165527344,0.7172621726989746
1.1333333333333333,1.2137131690979004,0.6863137722015381
1.1666666666666667,1.2919604301452636,0.7245558500289917
1.2,1.1986365795135498,0.6684514045715332
1.2333333333333334,1.2523075103759767,0.7173178911209106
1.2666666666666666,1.218638277053833,0.6927172422409058
1.3,1.1850656747817994,0.679126524925232
1.3333333333333333,1.1203875303268434,0.6135392189025879
1.3666666666666667,1.1962295293807985,0.6992182016372681
1.4,1.1741095304489135,0.6636105537414551
1.4333333333333333,1.1535666704177856,0.6748997926712036
1.4666666666666666,1.119848585128784,0.6584570646286011
1.5,1.2094868659973144,0.6665370225906373
1.5333333333333332,1.1086716413497926,0.6289053440093993
1.5666666666666667,1.1365332126617433,0.637751841545105
1.6,1.1328487157821656,0.6462593793869019
1.6333333333333333,1.1018282175064087,0.6364737510681152
1.6666666666666667,1.1092763900756837,0.6323747634887696
1.7,1.1496946334838867,0.6859368324279785
1.7333333333333334,1.09276442527771,0.6627844333648681
1.7666666666666666,1.0777697324752809,0.6035869359970093
1.8,1.0764809131622315,0.6262802839279175
1.8333333333333333,1.0870596885681152,0.6105091094970704
1.8666666666666667,1.025657629966736,0.582248604297638
1.9,1.0988922357559203,0.6270614862442017
1.9333333333333333,1.0778444766998292,0.6247665882110596
1.9666666666666666,0.9882245063781737,0.5719305396080017
2.0,1.0013626098632813,0.5775609254837036
2.033333333333333,1.061570906639099,0.609436583518982
2.0666666666666664,1.091530179977417,0.6270838022232056
2.1,0.9536051988601686,0.5488812804222107
2.1333333333333333,1.0609602212905884,0.5913994431495666
2.1666666666666665,1.0256529808044432,0.5567104339599609
2.2,0.9893645524978638,0.5542684078216552
2.2333333333333334,1.037885069847107,0.5389000654220581
2.2666666666666666,0.9948412656784059,0.5720252752304078
2.3,1.0173393487930298,0.5467300415039064
2.3333333333333335,1.043420147895813,0.580208945274353
2.3666666666666667,1.0739994764328005,0.5487799286842346
2.4,1.0474952459335327,0.5485678911209106
2.433333333333333,1.0129383802413943,0.551971185207367
2.466666666666667,1.0056830406188964,0.5431251525878907
2.5,1.006555652618408,0.5444950461387634
2.533333333333333,1.0316044092178345,0.5540781855583191
2.5666666666666664,1.0375001907348633,0.5679114103317261
2.6,1.0662783622741698,0.5775817394256592
2.6333333333333333,1.0216966867446902,0.5665694475173951
2.6666666666666665,0.9794085502624511,0.5343716740608215
2.7,1.0609131574630737,0.5863711953163147
2.7333333333333334,1.0149301528930663,0.5691943645477295
2.7666666666666666,0.990882968902588,0.5377759337425233
2.8,1.0239484548568725,0.5713108777999878
2.8333333333333335,1.0500680923461914,0.5872190237045288
2.8666666666666667,1.064548945426941,0.5937840700149536
2.9,1.0220088243484498,0.5379830718040467
2.933333333333333,1.054120373725891,0.5759332180023193
2.966666666666667,0.9885980129241942,0.533778440952301
3.0,1.0210204124450684,0.572928249835968
3.033333333333333,1.113840937614441,0.6005801439285279
3.0666666666666664,1.0514935970306396,0.5499482989311218
3.1,1.0765849113464356,0.5949453949928284
3.1333333333333333,1.0211682558059694,0.5555682063102723
3.1666666666666665,1.0723460912704468,0.598030972480774
3.2,1.05939838886261,0.6091343164443971
3.2333333333333334,1.0885057210922242,0.6089217424392701
3.2666666666666666,1.083095669746399,0.5857268214225769
3.3,1.1024204492568972,0.6201035499572753
