Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs
Données validées jusqu'au 2024-09-30, préliminaires par la suite
Station:        040241         Rouge - à 8 km en aval de la ville de Rivière-Rouge                                                                                            
Bassin versant: 1944.6 km²     Régime: Non influencé                                     
Coordonnées:    (NAD83) 46° 21' 53" // -74° 49' 0"

Date de création du fichier: 2025-05-24 11:04
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire; P* : La donnée est provisoire et non estimée.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
040241         2024/02/06          16.23          R
040241         2024/02/07          15.75          R
040241         2024/02/08          15.98          R
040241         2024/02/09          16.19          R
040241         2024/02/10          16.48          R
040241         2024/02/11          16.92          R
040241         2024/02/12          17.61          R
040241         2024/02/13          17.46          R
040241         2024/02/14          16.86          R
040241         2024/02/15          16.21          R
040241         2024/02/16          15.40          R
040241         2024/02/17          14.58          R
040241         2024/02/18          13.88          R
040241         2024/02/19          14.34          R
040241         2024/02/20          14.57          R
040241         2024/02/21          14.71          R
040241         2024/02/22          14.88          R
040241         2024/02/23          15.05          R
040241         2024/02/24          14.47          R
040241         2024/02/25          13.89          R
040241         2024/02/26          14.55          R
040241         2024/02/27          15.22          J
040241         2024/02/28          15.47          R
040241         2024/02/29          15.22          R
040241         2024/03/01          18.29          R
040241         2024/03/02          21.43          R
040241         2024/03/03          22.92          R
040241         2024/03/04          22.50          R
040241         2024/03/05          23.13          R
040241         2024/03/06          26.49          R
040241         2024/03/07          35.75          R
040241         2024/03/08          40.27          R
040241         2024/03/09          41.22          R
040241         2024/03/10          42.79          R
040241         2024/03/11          45.71          R
040241         2024/03/12          45.60          R
040241         2024/03/13          43.95          R
040241         2024/03/14          39.95          R
040241         2024/03/15          39.79          R
040241         2024/03/16          40.58          R
040241         2024/03/17          41.38          R
040241         2024/03/18          40.39          R
040241         2024/03/19          39.02          R
040241         2024/03/20          37.35          R
040241         2024/03/21          35.46          R
040241         2024/03/22          33.43          R
040241         2024/03/23          32.75          R
040241         2024/03/24          31.49          R
040241         2024/03/25          30.20          R
040241         2024/03/26          29.35          R
040241         2024/03/27          29.40          R
040241         2024/03/28          33.13          MJ
040241         2024/03/29          38.08          MJ
040241         2024/03/30          39.25          MJ
040241         2024/03/31          37.98          MJ
040241         2024/04/01          37.14          MJ
040241         2024/04/02          35.47          MJ
040241         2024/04/03          33.89          MJ
040241         2024/04/04          34.09          MJ
040241         2024/04/05          33.90          MJ
040241         2024/04/06          34.27          MJ
040241         2024/04/07          35.43          MJ
040241         2024/04/08          37.68          MJ
040241         2024/04/09          41.70          MJ
040241         2024/04/10          46.83          MJ
040241         2024/04/11          56.00          MJ
040241         2024/04/12          71.92          MJ
040241         2024/04/13          125.8          MJ
040241         2024/04/14          174.8          MJ
040241         2024/04/15          166.2          MJ
040241         2024/04/16          143.2          MJ
040241         2024/04/17          120.8          MJ
040241         2024/04/18          103.8          MJ
040241         2024/04/19          91.67          MJ
040241         2024/04/20          86.71          MJ
040241         2024/04/21          83.37          MJ
040241         2024/04/22          76.64          MJ
040241         2024/04/23          70.26          MJ
040241         2024/04/24          64.89          MJ
040241         2024/04/25          60.36          MJ
040241         2024/04/26          55.61          MJ
040241         2024/04/27          51.47          MJ
040241         2024/04/28          48.03          MJ
040241         2024/04/29          46.04          MJ
040241         2024/04/30          46.21          MJ
040241         2024/05/01          45.18          MJ
040241         2024/05/02          44.04          MJ
040241         2024/05/03          43.16          MJ
040241         2024/05/04          41.33          MJ
040241         2024/05/05          39.33          MJ
040241         2024/05/06          38.61          MJ
040241         2024/05/07          38.33          MJ
040241         2024/05/08          36.72          MJ
040241         2024/05/09          35.99          MJ
040241         2024/05/10          33.78          MJ
040241         2024/05/11          32.53          MJ
040241         2024/05/12          30.48          MJ
040241         2024/05/13          28.98          MJ
040241         2024/05/14          27.83          MJ
040241         2024/05/15          26.57          MJ
040241         2024/05/16          25.99          MJ
040241         2024/05/17          25.47          MJ
040241         2024/05/18          24.60          MJ
040241         2024/05/19          23.61          MJ
040241         2024/05/20          22.35          MJ
040241         2024/05/21          20.90          MJ
040241         2024/05/22          20.26          MJ
040241         2024/05/23          21.46          MJ
040241         2024/05/24          20.71          MJ
040241         2024/05/25          20.57          MJ
040241         2024/05/26          19.62          MJ
040241         2024/05/27          19.79          MJ
040241         2024/05/28          26.46          MJ
040241         2024/05/29          46.49          MJ
040241         2024/05/30          52.04          MJ
040241         2024/05/31          46.60          MJ
040241         2024/06/01          41.21          MJ
040241         2024/06/02          36.75          MJ
040241         2024/06/03          32.61          MJ
040241         2024/06/04          29.42          MJ
040241         2024/06/05          26.44          MJ
040241         2024/06/06          25.59          MJ
040241         2024/06/07          33.27          MJ
040241         2024/06/08          47.90          MJ
040241         2024/06/09          54.80          MJ
040241         2024/06/10          58.31          MJ
040241         2024/06/11          64.20          MJ
040241         2024/06/12          60.87          MJ
040241         2024/06/13          55.96          MJ
040241         2024/06/14          52.33          MJ
040241         2024/06/15          51.05          MJ
040241         2024/06/16          49.47          MJ
040241         2024/06/17          46.07          MJ
040241         2024/06/18          42.28          MJ
040241         2024/06/19          39.44          MJ
040241         2024/06/20          35.79          MJ
040241         2024/06/21          33.40          MJ
040241         2024/06/22          31.19          MJ
040241         2024/06/23          35.23          MJ
040241         2024/06/24          105.3          MJ
040241         2024/06/25          166.6          MJ
040241         2024/06/26          143.1          MJ
040241         2024/06/27          113.6          MJ
040241         2024/06/28          92.21          MJ
040241         2024/06/29          78.11          MJ
040241         2024/06/30          70.49          MJ
040241         2024/07/01          67.36          MJ
040241         2024/07/02          60.60          MJ
040241         2024/07/03          53.44          MJ
040241         2024/07/04          48.23          MJ
040241         2024/07/05          44.46          MJ
040241         2024/07/06          41.58          MJ
040241         2024/07/07          44.38          MJ
040241         2024/07/08          42.78          MJ
040241         2024/07/09          40.50          MJ
040241         2024/07/10          40.78          MJ
040241         2024/07/11          41.40          MJ
040241         2024/07/12          40.25          MJ
040241         2024/07/13          37.74          MJ
040241         2024/07/14          36.47          MJ
040241         2024/07/15          34.52          MJ
040241         2024/07/16          34.31          MJ
040241         2024/07/17          39.31          MJ
040241         2024/07/18          36.81          MJ
040241         2024/07/19          34.73          MJ
040241         2024/07/20          32.12          MJ
040241         2024/07/21          30.14          MJ
040241         2024/07/22          28.68          MJ
040241         2024/07/23          27.00          MJ
040241         2024/07/24          25.50          MJ
040241         2024/07/25          25.21          MJ
040241         2024/07/26          25.57          MJ
040241         2024/07/27          25.27          MJ
040241         2024/07/28          24.10          MJ
040241         2024/07/29          22.70          MJ
040241         2024/07/30          21.58          MJ
040241         2024/07/31          21.13          MJ
040241         2024/08/01          23.20          MJ
040241         2024/08/02          25.60          MJ
040241         2024/08/03          24.54          MJ
040241         2024/08/04          23.37          MJ
040241         2024/08/05          22.28          MJ
040241         2024/08/06          21.10          MJ
040241         2024/08/07          19.65          MJ
040241         2024/08/08          18.27          MJ
040241         2024/08/09          51.49          MJ
040241         2024/08/10          77.83          MJ
040241         2024/08/11          77.19          MJ
040241         2024/08/12          67.18          MJ
040241         2024/08/13          59.34          MJ
040241         2024/08/14          52.28          MJ
040241         2024/08/15          47.18          MJ
040241         2024/08/16          42.80          MJ
040241         2024/08/17          39.21          MJ
040241         2024/08/18          36.74          MJ
040241         2024/08/19          37.28          MJ
040241         2024/08/20          40.50          MJ
040241         2024/08/21          40.15          MJ
040241         2024/08/22          37.95          MJ
040241         2024/08/23          35.41          MJ
040241         2024/08/24          33.08          MJ
040241         2024/08/25          31.20          MJ
040241         2024/08/26          29.35          MJ
040241         2024/08/27          27.68          MJ
040241         2024/08/28          26.93          MJ
040241         2024/08/29          26.37          MJ
040241         2024/08/30          26.10          MJ
040241         2024/08/31          26.07          MJ
040241         2024/09/01          27.96          MJ
040241         2024/09/02          31.65          MJ
040241         2024/09/03          32.87          MJ
040241         2024/09/04          31.13          MJ
040241         2024/09/05          29.07          MJ
040241         2024/09/06          27.15          MJ
040241         2024/09/07          26.90          MJ
040241         2024/09/08          31.65          MJ
040241         2024/09/09          41.05          MJ
040241         2024/09/10          43.61          MJ
040241         2024/09/11          40.19          MJ
040241         2024/09/12          37.15          MJ
040241         2024/09/13          35.96          MJ
040241         2024/09/14          34.14          MJ
040241         2024/09/15          31.82          MJ
040241         2024/09/16          29.64          MJ
040241         2024/09/17          27.56          MJ
040241         2024/09/18          25.79          MJ
040241         2024/09/19          24.23          MJ
040241         2024/09/20          22.79          MJ
040241         2024/09/21          21.49          MJ
040241         2024/09/22          20.34          MJ
040241         2024/09/23          19.29          MJ
040241         2024/09/24          18.72          MJ
040241         2024/09/25          18.46          MJ
040241         2024/09/26          20.06          MJ
040241         2024/09/27          21.59          MJ
040241         2024/09/28          22.85          MJ
040241         2024/09/29          22.42          MJ
040241         2024/09/30          21.43          MJ
040241         2024/10/01          20.56          MJ
040241         2024/10/02          20.50          MJ
040241         2024/10/03          21.61          MJ
040241         2024/10/04          22.38          MJ
040241         2024/10/05          21.92          MJ
040241         2024/10/06          20.99          MJ
040241         2024/10/07          21.75          MJ
040241         2024/10/08          23.46          MJ
040241         2024/10/09          23.78          MJ
040241         2024/10/10          22.88          MJ
040241         2024/10/11          22.01          MJ
040241         2024/10/12          21.89          MJ
040241         2024/10/13          22.37          MJ
040241         2024/10/14          22.69          MJ
040241         2024/10/15          22.28          MJ
040241         2024/10/16          21.88          MJ
040241         2024/10/17          21.65          MJ
040241         2024/10/18          21.23          MJ
040241         2024/10/19          20.63          MJ
040241         2024/10/20          20.10          MJ
040241         2024/10/21          19.78          MJ
040241         2024/10/22          19.14          MJ
040241         2024/10/23          18.78          MJ
040241         2024/10/24          18.33          MJ
040241         2024/10/25          17.98          MJ
040241         2024/10/26          17.73          MJ
040241         2024/10/27          17.13          MJ
040241         2024/10/28          16.59          MJ
040241         2024/10/29          16.29          MJ
040241         2024/10/30          16.73          MJ
040241         2024/10/31          16.99          MJ
040241         2024/11/01          19.15          MJ
040241         2024/11/02          26.31          MJ
040241         2024/11/03          27.79          MJ
040241         2024/11/04          26.24          MJ
040241         2024/11/05          28.08          MJ
040241         2024/11/06          37.53          MJ
040241         2024/11/07          44.18          MJ
040241         2024/11/08          41.54          MJ
040241         2024/11/09          38.08          MJ
040241         2024/11/10          35.43          MJ
040241         2024/11/11          33.78          MJ
040241         2024/11/12          33.75          MJ
040241         2024/11/13          33.40          MJ
040241         2024/11/14          31.77          MJ
040241         2024/11/15          30.24          MJ
040241         2024/11/16          28.81          MJ
040241         2024/11/17          27.57          MJ
040241         2024/11/18          26.70          MJ
040241         2024/11/19          26.02          MJ
040241         2024/11/20          25.40          MJ
040241         2024/11/21          24.73          MJ
040241         2024/11/22          24.06          MJ
040241         2024/11/23          23.54          MJ
040241         2024/11/24          23.35          MJ
040241         2024/11/25          23.04          MJ
040241         2024/11/26          22.86          MJ
040241         2024/11/27          22.90          MJ
040241         2024/11/28          22.98          MJ
040241         2024/11/29          22.58          MJ
040241         2024/11/30          22.28          MJ
040241         2024/12/01          22.02          MJ
040241         2024/12/02          21.54          P
040241         2024/12/03          20.99          P
040241         2024/12/04          21.04          P
040241         2024/12/05          20.96          P
040241         2024/12/06          20.59          P
040241         2024/12/07          15.25          P
040241         2024/12/08          18.05          P
040241         2024/12/09          20.29          P
040241         2024/12/10          21.99          P
040241         2024/12/11          22.45          P
040241         2024/12/12          25.51          P
040241         2024/12/13          27.05          P
040241         2024/12/14          25.27          P
040241         2024/12/15          25.66          P
040241         2024/12/16          29.94          P
040241         2024/12/17          27.24          P
040241         2024/12/18          31.56          P
040241         2024/12/19          35.53          P
040241         2024/12/20          35.54          P
040241         2024/12/21          35.15          P
040241         2024/12/22          32.36          P
040241         2024/12/23          31.35          P
040241         2024/12/24          30.09          P
040241         2024/12/25          30.10          P
040241         2024/12/26          28.96          P
040241         2024/12/27          28.20          P
040241         2024/12/28          37.27          P
040241         2024/12/29          29.50          P
040241         2024/12/30          27.76          P
040241         2024/12/31          33.02          P
040241         2025/01/01          40.94          P
040241         2025/01/02          41.83          P
040241         2025/01/03          40.13          P
040241         2025/01/04          37.91          P
040241         2025/01/05          35.89          P
040241         2025/01/06          38.23          P
040241         2025/01/07          35.60          P
040241         2025/01/08          31.39          P
040241         2025/01/09          32.06          P
040241         2025/01/10          32.42          P
040241         2025/01/11          34.78          P
040241         2025/01/12          36.21          P
040241         2025/01/13          35.50          P
040241         2025/01/14          34.41          P
040241         2025/01/15          27.60          P
040241         2025/01/16          27.30          P
040241         2025/01/17          27.98          P
040241         2025/01/18          29.98          P
040241         2025/01/19          27.94          P
040241         2025/01/20          33.93          P
040241         2025/01/21          30.52          P
040241         2025/01/22          29.10          P
040241         2025/01/23          28.82          P
040241         2025/01/24          29.00          P
040241         2025/01/25          28.49          P
040241         2025/01/26          27.03          P
040241         2025/01/27          25.00          P
040241         2025/01/28          22.98          P
040241         2025/01/29          20.51          P
040241         2025/01/30          19.80          P
040241         2025/01/31          19.01          P
040241         2025/02/01          18.45          P
040241         2025/02/02          18.39          P
040241         2025/02/03          17.75          P
040241         2025/02/04          17.00          P
040241         2025/02/05          17.05          P
040241         2025/02/06          17.38          P
040241         2025/02/07          16.52          P
040241         2025/02/08          15.68          P
040241         2025/02/09          15.00          P
040241         2025/02/10          14.45          P
040241         2025/02/11          13.86          P
040241         2025/02/12          15.32          P
040241         2025/02/13          14.56          P
040241         2025/02/14          14.48          P
040241         2025/02/15          14.94          P
040241         2025/02/16          14.30          P
040241         2025/02/17          14.20          P
040241         2025/02/18          13.59          P
040241         2025/02/19          13.57          P
040241         2025/02/20          12.74          P
040241         2025/02/21          12.18          P
040241         2025/02/22          11.91          P
040241         2025/02/23          11.59          P
040241         2025/02/24          11.57          P
040241         2025/02/25          11.24          P
040241         2025/02/26          11.40          P
040241         2025/02/27          11.92          P
040241         2025/02/28          12.39          P
040241         2025/03/01          12.52          P
040241         2025/03/02          14.41          P
040241         2025/03/03          15.14          J
040241         2025/03/04          14.93          P
040241         2025/03/05          15.26          P
040241         2025/03/06          16.87          P
040241         2025/03/07          19.10          P
040241         2025/03/08          21.21          P
040241         2025/03/09          22.97          P
040241         2025/03/10          24.17          P
040241         2025/03/11          24.00          P
040241         2025/03/12          23.84          P
040241         2025/03/13          24.19          P
040241         2025/03/14          24.70          P
040241         2025/03/15          25.49          P
040241         2025/03/16          29.42          P
040241         2025/03/17          42.95          P
040241         2025/03/18          79.61          P
040241         2025/03/19          95.10          P
040241         2025/03/20          95.23          P
040241         2025/03/21          106.9          P
040241         2025/03/22          131.7          P
040241         2025/03/23          130.8          P
040241         2025/03/24          116.0          P
040241         2025/03/25          101.8          P
040241         2025/03/26          94.42          P
040241         2025/03/27          85.39          P
040241         2025/03/28          77.51          P
040241         2025/03/29          69.16          P
040241         2025/03/30          63.89          P
040241         2025/03/31          61.98          P
040241         2025/04/01          69.42          P
040241         2025/04/02          76.32          P
040241         2025/04/03          74.90          P
040241         2025/04/04          77.47          P
040241         2025/04/05          83.53          P
040241         2025/04/06          83.08          P
040241         2025/04/07          84.65          P
040241         2025/04/08          83.39          P
040241         2025/04/09          77.09          P
040241         2025/04/10          77.20          P
040241         2025/04/11          72.56          P
040241         2025/04/12          63.89          P
040241         2025/04/13          65.13          P
040241         2025/04/14          76.46          P
040241         2025/04/15          93.01          P
040241         2025/04/16          108.5          P
040241         2025/04/17          113.9          P
040241         2025/04/18          104.7          MJ
040241         2025/04/19          98.95          MJ
040241         2025/04/20          103.5          MJ
040241         2025/04/21          116.9          MJ
040241         2025/04/22          123.7          MJ
040241         2025/04/23          143.5          MJ
040241         2025/04/24          151.0          MJ
040241         2025/04/25          150.1          MJ
040241         2025/04/26          148.1          MJ
040241         2025/04/27          175.3          MJ
040241         2025/04/28          204.9          MJ
040241         2025/04/29          209.0          MJ
040241         2025/04/30          204.2          MJ
040241         2025/05/01          219.1          MJ
040241         2025/05/02          206.7          MJ
040241         2025/05/03          185.3          MJ
040241         2025/05/04          165.2          MJ
040241         2025/05/05          145.1          MJ
040241         2025/05/06          127.4          MJ
040241         2025/05/07          116.4          MJ
040241         2025/05/08          120.3          MJ
040241         2025/05/09          122.2          MJ
040241         2025/05/10          114.0          MJ
040241         2025/05/11          104.1          MJ
040241         2025/05/12          93.82          MJ
040241         2025/05/13          83.91          MJ
040241         2025/05/14          75.54          MJ
040241         2025/05/15          68.69          MJ
040241         2025/05/16          63.19          MJ
040241         2025/05/17          58.20          MJ
040241         2025/05/18          63.34          MJ
040241         2025/05/19          86.87          MJ
040241         2025/05/20          81.45          MJ
040241         2025/05/21          71.49          MJ
040241         2025/05/22          66.10          MJ
040241         2025/05/23          61.66          MJ
