,time_s,Q_alpha_0.7,Q_alpha_0.71,Q_alpha_0.72,Q_alpha_0.73,Q_alpha_0.74,Q_alpha_0.75,Q_alpha_0.76,Q_alpha_0.77,Q_alpha_0.78,Q_alpha_0.79,Q_alpha_0.8,Q_alpha_0.81,Q_alpha_0.82,Q_alpha_0.83,Q_alpha_0.84,Q_alpha_0.85,Q_alpha_0.86
0,0.0,38.174084129333494,38.719428188323974,39.264772247314454,39.810116306304934,40.35546036529542,40.90080442428589,41.44614848327636,41.99149254226685,42.53683660125733,43.0821806602478,43.62752471923828,44.17286877822877,44.71821283721924,45.263556896209714,45.808900955200194,46.354245014190674,46.899589073181154
1,0.0333333333333333,39.47609390258789,40.04003810119628,40.603982299804684,41.16792649841309,41.73187069702149,42.29581489562989,42.859759094238285,43.423703292846675,43.98764749145508,44.551591690063475,45.11553588867188,45.679480087280275,46.24342428588867,46.80736848449706,47.37131268310547,47.93525688171386,48.499201080322266
2,0.0666666666666666,39.28429738998413,39.84550163841248,40.406705886840825,40.967910135269165,41.52911438369751,42.090318632125864,42.65152288055421,43.21272712898255,43.77393137741089,44.33513562583924,44.89633987426758,45.45754412269593,46.018748371124275,46.579952619552614,47.14115686798096,47.70236111640931,48.263565364837646
3,0.1,40.41443447113037,40.99178353500366,41.56913259887696,42.14648166275024,42.72383072662353,43.30117979049683,43.878528854370124,44.4558779182434,45.0332269821167,45.610576045989994,46.187925109863286,46.76527417373657,47.342623237609864,47.919972301483156,48.49732136535644,49.074670429229734,49.652019493103026
4,0.1333333333333333,38.481105709075926,39.03083579063415,39.58056587219238,40.130295953750604,40.68002603530884,41.229756116867065,41.77948619842529,42.32921627998352,42.87894636154175,43.428676443099974,43.978406524658205,44.52813660621643,45.07786668777465,45.62759676933288,46.17732685089111,46.727056932449344,47.27678701400757
5,0.1666666666666666,40.130764560699454,40.70406119728087,41.277357833862304,41.85065447044372,42.42395110702513,42.99724774360657,43.57054438018799,44.1438410167694,44.71713765335081,45.29043428993225,45.86373092651367,46.43702756309509,47.010324199676504,47.58362083625792,48.156917472839346,48.73021410942077,49.30351074600219
6,0.2,41.81946475982665,42.416885684967035,43.01430661010741,43.6117275352478,44.209148460388185,44.80656938552856,45.403990310668945,46.00141123580932,46.598832160949705,47.19625308609008,47.793674011230465,48.39109493637085,48.988515861511225,49.5859367866516,50.183357711791984,50.78077863693237,51.37819956207275
7,0.2333333333333333,39.19265310287476,39.752548147201544,40.312443191528324,40.8723382358551,41.43223328018188,41.99212832450866,42.55202336883545,43.111918413162236,43.671813457489016,44.2317085018158,44.79160354614258,45.35149859046937,45.91139363479614,46.471288679122935,47.03118372344971,47.591078767776494,48.150973812103274
8,0.2666666666666666,40.28493844985962,40.86043757057189,41.43593669128418,42.011435811996456,42.58693493270874,43.16243405342102,43.737933174133296,44.313432294845576,44.888931415557856,45.464430536270136,46.039929656982416,46.615428777694696,47.190927898406976,47.76642701911927,48.34192613983154,48.91742526054382,49.4929243812561
9,0.3,40.386663608551025,40.963615945816045,41.54056828308106,42.11752062034607,42.69447295761109,43.2714252948761,43.84837763214112,44.425329969406135,45.00228230667115,45.57923464393616,46.15618698120118,46.7331393184662,47.310091655731206,47.88704399299621,48.463996330261224,49.04094866752625,49.617901004791264
10,0.3333333333333333,40.904925270080575,41.48928134536744,42.07363742065429,42.65799349594117,43.24234957122803,43.826705646514895,44.41106172180176,44.99541779708863,45.57977387237549,46.16412994766236,46.74848602294922,47.33284209823609,47.91719817352295,48.50155424880981,49.08591032409668,49.67026639938355,50.25462247467041
11,0.3666666666666666,38.45464782714844,39.003999938964846,39.55335205078126,40.10270416259767,40.652056274414065,41.201408386230476,41.75076049804688,42.30011260986329,42.8494647216797,43.398816833496106,43.94816894531251,44.49752105712892,45.04687316894532,45.59622528076172,46.145577392578126,46.69492950439452,47.24428161621094
12,0.4,41.47737602233887,42.069909965515144,42.662443908691415,43.25497785186769,43.84751179504395,44.44004573822022,45.0325796813965,45.62511362457277,46.21764756774903,46.810181510925304,47.40271545410157,47.995249397277846,48.58778334045411,49.18031728363038,49.77285122680665,50.36538516998292,50.957919113159186
13,0.4333333333333333,39.65649215698243,40.22301347351075,40.789534790039056,41.35605610656738,41.9225774230957,42.48909873962403,43.05562005615235,43.62214137268067,44.18866268920899,44.755184005737306,45.32170532226563,45.888226638793945,46.454747955322276,47.021269271850585,47.587790588378915,48.15431190490723,48.720833221435555
