,time_s,v_moy_alpha_0.7,v_moy_alpha_0.71,v_moy_alpha_0.72,v_moy_alpha_0.73,v_moy_alpha_0.74,v_moy_alpha_0.75,v_moy_alpha_0.76,v_moy_alpha_0.77,v_moy_alpha_0.78,v_moy_alpha_0.79,v_moy_alpha_0.8,v_moy_alpha_0.81,v_moy_alpha_0.82,v_moy_alpha_0.83,v_moy_alpha_0.84,v_moy_alpha_0.85,v_moy_alpha_0.86
0,0.0333333333333333,,,,,,,,,,,,,,,,,
1,0.0666666666666666,,,,,,,,,,,,,,,,,
2,0.1,1.2399406599587943,1.2576540979582056,1.275367535957617,1.2930809739570284,1.3107944119564396,1.3285078499558511,1.3462212879552624,1.363934725954674,1.3816481639540852,1.3993616019534965,1.417075039952908,1.4347884779523192,1.4525019159517305,1.4702153539511418,1.487928791950553,1.5056422299499646,1.5233556679493758
3,0.1333333333333333,1.1493610710515236,1.1657805149236882,1.1821999587958527,1.1986194026680175,1.215038846540182,1.2314582904123468,1.2478777342845113,1.264297178156676,1.2807166220288406,1.2971360659010052,1.31355550977317,1.3299749536453345,1.346394397517499,1.3628138413896635,1.3792332852618283,1.3956527291339929,1.4120721730061576
4,0.1666666666666666,,,,,,,,,,,,,,,,,
5,0.2,0.542475993003635,0.5502256500465441,0.5579753070894532,0.5657249641323623,0.5734746211752714,0.5812242782181805,0.5889739352610895,0.5967235923039986,0.6044732493469077,0.6122229063898168,0.6199725634327259,0.627722220475635,0.635471877518544,0.643221534561453,0.6509711916043621,0.6587208486472712,0.6664705056901803
6,0.2333333333333333,0.5743247197366588,0.5825293585900396,0.5907339974434205,0.5989386362968013,0.6071432751501822,0.615347914003563,0.6235525528569439,0.6317571917103247,0.6399618305637056,0.6481664694170864,0.6563711082704673,0.664575747123848,0.6727803859772289,0.6809850248306097,0.6891896636839906,0.6973943025373713,0.7055989413907522
7,0.2666666666666667,0.4486346377197535,0.45504370397289284,0.4614527702260322,0.4678618364791715,0.4742709027323109,0.4806799689854502,0.48708903523858954,0.4934981014917289,0.4999071677448682,0.5063162339980076,0.5127253002511469,0.5191343665042862,0.5255434327574255,0.5319524990105648,0.5383615652637043,0.5447706315168436,0.5511796977699829
8,0.3,0.4627912178390474,0.4694025209510338,0.4760138240630202,0.4826251271750066,0.489236430286993,0.49584773339897936,0.5024590365109658,0.5090703396229522,0.5156816427349386,0.522292945846925,0.5289042489589114,0.5355155520708977,0.5421268551828841,0.5487381582948705,0.5553494614068569,0.5619607645188432,0.5685720676308297
9,0.3333333333333333,0.4445413584559458,0.45089194929103077,0.4572425401261157,0.46359313096120064,0.4699437217962856,0.47629431263137056,0.4826449034664555,0.48899549430154043,0.49534608513662537,0.5016966759717103,0.5080472668067952,0.5143978576418802,0.5207484484769651,0.52709903931205,0.533449630147135,0.5398002209822199,0.5461508118173048
10,0.3666666666666666,0.40850184035140835,0.41433758092785705,0.42017332150430575,0.42600906208075445,0.43184480265720315,0.43768054323365185,0.44351628381010055,0.44935202438654925,0.45518776496299795,0.46102350553944665,0.46685924611589535,0.47269498669234405,0.47853072726879264,0.48436646784524134,0.49020220842169004,0.49603794899813874,0.5018736895745874
11,0.4,0.38877010307460186,0.3943239616899533,0.3998778203053048,0.40543167892065624,0.4109855375360077,0.41653939615135915,0.42209325476671067,0.4276471133820621,0.4332009719974136,0.43875483061276505,0.4443086892281165,0.44986254784346796,0.45541640645881937,0.4609702650741708,0.4665241236895223,0.47207798230487374,0.4776318409202252
12,0.4333333333333334,0.4052499000184691,0.41103918430444725,0.4168284685904254,0.4226177528764035,0.42840703716238165,0.43419632144835973,0.43998560573433787,0.445774890020316,0.45156417430629414,0.4573534585922723,0.4631427428782504,0.46893202716422855,0.47472131145020663,0.48051059573618476,0.4862998800221629,0.49208916430814104,0.49787844859411917
13,0.4666666666666667,0.5059508250229842,0.513178693951884,0.5204065628807837,0.5276344318096835,0.5348623007385833,0.5420901696674831,0.5493180385963828,0.5565459075252827,0.5637737764541825,0.5710016453830822,0.578229514311982,0.5854573832408818,0.5926852521697815,0.5999131210986812,0.607140990027581,0.6143688589564809,0.6215967278853806
14,0.5,0.4697111865831752,0.47642134639150624,0.48313150619983736,0.4898416660081684,0.4965518258164995,0.5032619856248306,0.5099721454331616,0.5166823052414927,0.5233924650498238,0.5301026248581548,0.536812784666486,0.5435229444748171,0.5502331042831481,0.5569432640914791,0.5636534238998102,0.5703635837081413,0.5770737435164723
15,0.5333333333333334,0.6288678898771317,0.6378517168753765,0.6468355438736212,0.6558193708718659,0.6648031978701107,0.6737870248683555,0.6827708518666002,0.691754678864845,0.7007385058630897,0.7097223328613345,0.7187061598595792,0.7276899868578239,0.7366738138560686,0.7456576408543133,0.754641467852558,0.7636252948508029,0.7726091218490476
16,0.5666666666666667,0.5917193884601278,0.6001725225809867,0.6086256567018458,0.6170787908227048,0.6255319249435637,0.6339850590644227,0.6424381931852817,0.6508913273061406,0.6593444614269997,0.6677975955478587,0.6762507296687176,0.6847038637895766,0.6931569979104355,0.7016101320312944,0.7100632661521534,0.7185164002730123,0.7269695343938714
17,0.6,0.8500203813861089,0.8621635296916248,0.8743066779971407,0.8864498263026566,0.8985929746081723,0.9107361229136882,0.9228792712192041,0.9350224195247199,0.9471655678302358,0.9593087161357516,0.9714518644412675,0.9835950127467833,0.9957381610522991,1.007881309357815,1.0200244576633308,1.0321676059688467,1.0443107542743624
18,0.6333333333333333,0.6115094864054516,0.6202453362112437,0.6289811860170359,0.637717035822828,0.6464528856286202,0.6551887354344124,0.6639245852402046,0.6726604350459967,0.6813962848517889,0.690132134657581,0.6988679844633733,0.7076038342691654,0.7163396840749575,0.7250755338807496,0.7338113836865419,0.742547233492334,0.7512830832981262
19,0.6666666666666666,0.6015129062694756,0.6101059477876111,0.6186989893057464,0.6272920308238817,0.6358850723420172,0.6444781138601525,0.6530711553782879,0.6616641968964233,0.6702572384145586,0.678850279932694,0.6874433214508294,0.6960363629689648,0.7046294044871001,0.7132224460052354,0.7218154875233708,0.7304085290415062,0.7390015705596416
20,0.7000000000000001,0.5511766252925843,0.5590505770824783,0.5669245288723724,0.5747984806622665,0.5826724324521605,0.5905463842420546,0.5984203360319487,0.6062942878218427,0.6141682396117368,0.6220421914016309,0.629916143191525,0.637790094981419,0.645664046771313,0.6535379985612071,0.6614119503511011,0.6692859021409951,0.6771598539308893
21,0.7333333333333333,0.5440697475139423,0.5518421724784273,0.5596145974429121,0.567387022407397,0.575159447371882,0.5829318723363668,0.5907042973008517,0.5984767222653367,0.6062491472298215,0.6140215721943064,0.6217939971587914,0.6295664221232762,0.637338847087761,0.6451112720522459,0.6528836970167308,0.6606561219812157,0.6684285469457006
22,0.7666666666666666,0.4912290791021122,0.4982466373749995,0.5052641956478868,0.5122817539207741,0.5192993121936615,0.5263168704665488,0.5333344287394362,0.5403519870123235,0.5473695452852108,0.5543871035580981,0.5614046618309855,0.5684222201038728,0.57543977837676,0.5824573366496474,0.5894748949225347,0.596492453195422,0.6035100114683093
23,0.8,0.42753742166234937,0.43364509911466864,0.4397527765669879,0.4458604540193072,0.45196813147162646,0.4580758089239457,0.46418348637626505,0.4702911638285843,0.4763988412809036,0.48250651873322287,0.48861419618554214,0.49472187363786146,0.5008295510901807,0.5069372285424999,0.5130449059948192,0.5191525834471385,0.5252602608994578
24,0.8333333333333334,0.443186627827697,0.4495178653680927,0.4558491029084884,0.46218034044888406,0.4685115779892797,0.47484281552967544,0.4811740530700711,0.48750529061046677,0.49383652815086243,0.5001677656912581,0.5064990032316538,0.5128302407720495,0.5191614783124451,0.5254927158528407,0.5318239533932364,0.5381551909336322,0.5444864284740278
25,0.8666666666666668,0.4360545281680517,0.4422838785704524,0.4485132289728532,0.4547425793752539,0.46097192977765467,0.46720128018005536,0.4734306305824561,0.47965998098485685,0.4858893313872576,0.49211868178965834,0.4983480321920591,0.5045773825944598,0.5108067329968605,0.5170360833992612,0.523265433801662,0.5294947842040627,0.5357241346064635
26,0.9,0.3388842611128394,0.34372546484302285,0.3485666685732063,0.3534078723033897,0.35824907603357314,0.3630902797637566,0.36793148349394,0.37277268722412343,0.37761389095430686,0.3824550946844903,0.3872962984146737,0.39213750214485715,0.39697870587504047,0.4018199096052239,0.40666111333540733,0.41150231706559076,0.4163435207957742
