,time_s,Q_alpha_0.7,Q_alpha_0.71,Q_alpha_0.72,Q_alpha_0.73,Q_alpha_0.74,Q_alpha_0.75,Q_alpha_0.76,Q_alpha_0.77,Q_alpha_0.78,Q_alpha_0.79,Q_alpha_0.8,Q_alpha_0.81,Q_alpha_0.82,Q_alpha_0.83,Q_alpha_0.84,Q_alpha_0.85,Q_alpha_0.86
0,0.0333333333333333,,,,,,,,,,,,,,,,,
1,0.0666666666666666,,,,,,,,,,,,,,,,,
2,0.1,44.86689170414876,45.50784729992232,46.14880289569586,46.78975849146944,47.43071408724297,48.07166968301653,48.712625278790085,49.35358087456364,49.9945364703372,50.63549206611075,51.27644766188429,51.91740325765785,52.55835885343141,53.19931444920496,53.84027004497851,54.481225640752065,55.12218123652562
3,0.1333333333333333,25.80223928266692,26.170842700990733,26.539446119314544,26.908049537638362,27.276652955962174,27.645256374285985,28.0138597926098,28.382463210933615,28.751066629257426,29.11967004758124,29.488273465905053,29.856876884228864,30.225480302552675,30.59408372087649,30.962687139200302,31.331290557524117,31.699893975847928
4,0.1666666666666666,,,,,,,,,,,,,,,,,
5,0.2,34.014134473774284,34.50005068054249,34.985966887310695,35.4718830940789,35.9577993008471,36.44371550761531,36.92963171438352,37.41554792115172,37.90146412791992,38.387380334688125,38.873296541456334,39.359212748224536,39.84512895499273,40.33104516176093,40.81696136852914,41.30287757529735,41.78879378206555
6,0.2333333333333333,34.66400366703357,35.159203719419764,35.65440377180596,36.149603824192155,36.64480387657835,37.140003928964546,37.63520398135074,38.13040403373694,38.625604086123126,39.12080413850932,39.61600419089552,40.111204243281705,40.6064042956679,41.101604348054096,41.59680440044029,42.09200445282649,42.587204505212675
7,0.2666666666666667,31.116984537597038,31.561512888134136,32.00604123867124,32.45056958920834,32.89509793974544,33.33962629028254,33.784154640819644,34.22868299135674,34.67321134189384,35.117739692430945,35.56226804296804,36.00679639350515,36.451324744042246,36.89585309457934,37.34038144511644,37.78490979565355,38.229438146190645
8,0.3,29.57441597056483,29.996907627287182,30.419399284009536,30.84189094073189,31.264382597454244,31.6868742541766,32.10936591089896,32.53185756762131,32.954349224343666,33.376840881066016,33.79933253778837,34.22182419451073,34.64431585123308,35.06680750795544,35.48929916467779,35.911790821400146,36.3342824781225
9,0.3333333333333333,30.604721898147293,31.04193221097797,31.479142523808644,31.91635283663932,32.35356314947,32.79077346230067,33.22798377513135,33.66519408796203,34.1024044007927,34.53961471362337,34.97682502645405,35.41403533928473,35.8512456521154,36.288455964946074,36.72566627777675,37.162876590607425,37.600086903438104
10,0.3666666666666666,31.440147582350814,31.889292547812968,32.338437513275125,32.78758247873728,33.23672744419943,33.68587240966159,34.135017375123745,34.5841623405859,35.03330730604805,35.48245227151021,35.931597236972365,36.38074220243452,36.82988716789667,37.279032133358825,37.72817709882098,38.17732206428313,38.62646702974529
11,0.4,28.015377365726536,28.415597042379773,28.81581671903301,29.21603639568625,29.616256072339482,30.01647574899272,30.41669542564596,30.81691510229919,31.217134778952428,31.617354455605668,32.0175741322589,32.41779380891214,32.81801348556537,33.2182331622186,33.618452838871846,34.01867251552508,34.41889219217831
12,0.4333333333333334,27.877421799829936,28.275670682684652,28.673919565539364,29.07216844839408,29.47041733124879,29.868666214103506,30.266915096958222,30.665163979812935,31.06341286266765,31.461661745522363,31.85991062837708,32.25815951123179,32.6564083940865,33.054657276941214,33.45290615979593,33.85115504265064,34.249403925505355
13,0.4666666666666667,32.4376276411588,32.90102232174678,33.36441700233476,33.82781168292275,34.29120636351073,34.75460104409872,35.2179957246867,35.68139040527468,36.144785085862665,36.60817976645065,37.07157444703863,37.53496912762662,37.99836380821459,38.46175848880257,38.92515316939056,39.38854784997854,39.85194253056653
14,0.5,31.374306048237127,31.822510420354803,32.270714792472475,32.71891916459015,33.16712353670782,33.6153279088255,34.06353228094317,34.511736653060844,34.95994102517852,35.40814539729619,35.85634976941387,36.30455414153154,36.752758513649205,37.20096288576688,37.64916725788456,38.09737163000223,38.5455760021199
15,0.5333333333333334,32.90414612172758,33.374205352037976,33.844264582348366,34.31432381265876,34.784383042969154,35.25444227327955,35.72450150358995,36.19456073390034,36.664619964210736,37.13467919452113,37.604738424831524,38.07479765514192,38.544856885452305,39.0149161157627,39.48497534607309,39.95503457638348,40.42509380669389
16,0.5666666666666667,31.688096187685368,32.140783276080874,32.593470364476374,33.04615745287188,33.49884454126739,33.951531629662895,34.4042187180584,34.8569058064539,35.30959289484941,35.762279983244916,36.21496707164042,36.66765416003593,37.12034124843143,37.57302833682694,38.02571542522244,38.478402513617944,38.93108960201345
17,0.6,40.953577621497246,41.538628730375784,42.1236798392543,42.70873094813284,43.29378205701138,43.8788331658899,44.463884274768446,45.04893538364697,45.63398649252551,46.21903760140403,46.80408871028257,47.3891398191611,47.97419092803962,48.559242036918164,49.144293145796695,49.729344254675226,50.314395363553764
18,0.6333333333333333,29.775811391127526,30.201180125286488,30.626548859445457,31.05191759360442,31.477286327763387,31.90265506192235,32.32802379608131,32.753392530240276,33.17876126439924,33.60412999855821,34.02949873271717,34.45486746687614,34.880236201035096,35.30560493519407,35.73097366935303,36.156342403512,36.58171113767096
19,0.6666666666666666,31.90244679037547,32.35819603023798,32.81394527010048,33.269694509962996,33.7254437498255,34.18119298968801,34.63694222955051,35.09269146941302,35.548440709275525,36.00418994913804,36.45993918900054,36.91568842886305,37.371437668725555,37.82718690858806,38.28293614845057,38.73868538831307,39.19443462817558
20,0.7000000000000001,30.93746066622768,31.379424390030927,31.821388113834185,32.26335183763744,32.70531556144069,33.14727928524394,33.589243009047195,34.03120673285045,34.4731704566537,34.91513418045695,35.35709790426021,35.799061628063455,36.24102535186671,36.68298907566996,37.12495279947321,37.56691652327647,38.008880247079716
21,0.7333333333333333,30.87988814858775,31.32102940785329,31.76217066711883,32.20331192638437,32.64445318564991,33.08559444491544,33.526735704180986,33.96787696344653,34.40901822271207,34.85015948197761,35.29130074124315,35.732442000508684,36.17358325977422,36.61472451903976,37.055865778305304,37.497007037570846,37.93814829683638
22,0.7666666666666666,29.072945382258503,29.488273173433623,29.903600964608742,30.318928755783865,30.734256546958985,31.14958433813411,31.564912129309228,31.980239920484355,32.395567711659474,32.8108955028346,33.22622329400972,33.64155108518484,34.05687887635996,34.472206667535076,34.8875344587102,35.30286224988532,35.718190041060446
23,0.8,24.489389702481358,24.83923812680252,25.189086551123683,25.538934975444846,25.888783399766005,26.23863182408717,26.588480248408334,26.938328672729497,27.28817709705066,27.63802552137182,27.987873945692982,28.33772237001415,28.687570794335308,29.03741921865647,29.38726764297763,29.737116067298793,30.086964491619955
24,0.8333333333333334,26.311926421301802,26.687811084463256,27.063695747624713,27.439580410786167,27.815465073947625,28.191349737109075,28.56723440027053,28.943119063431986,29.319003726593444,29.694888389754897,30.07077305291635,30.446657716077805,30.822542379239255,31.19842704240071,31.574311705562167,31.95019636872362,32.326081031885074
25,0.8666666666666668,24.73414514390987,25.087490074537154,25.440835005164438,25.79417993579172,26.147524866419005,26.500869797046292,26.854214727673575,27.20755965830086,27.560904588928143,27.914249519555426,28.26759445018271,28.620939380809993,28.974284311437273,29.327629242064557,29.68097417269184,30.034319103319127,30.38766403394641
26,0.9,25.22273584539269,25.583060643184016,25.94338544097534,26.303710238766662,26.664035036557987,27.024359834349312,27.384684632140637,27.74500942993196,28.105334227723286,28.46565902551461,28.825983823305933,29.186308621097258,29.546633418888582,29.906958216679907,30.267283014471232,30.627607812262557,30.987932610053882
27,0.9333333333333332,25.23533300751151,25.595837764761672,25.956342522011838,26.316847279262007,26.67735203651217,27.037856793762334,27.398361551012496,27.75886630826266,28.11937106551283,28.479875822762992,28.840380580013157,29.20088533726332,29.56139009451348,29.921894851763646,30.282399609013808,30.642904366263977,31.00340912351414
28,0.9666666666666668,23.728967623895446,24.067952875665384,24.406938127435318,24.745923379205255,25.084908630975193,25.423893882745123,25.76287913451506,26.101864386284998,26.440849638054928,26.779834889824865,27.118820141594803,27.457805393364737,27.796790645134667,28.135775896904605,28.474761148674535,28.813746400444472,29.15273165221441
29,1.0,25.648080650699086,26.014481802851932,26.380882955004772,26.74728410715762,27.113685259310465,27.48008641146331,27.846487563616154,28.212888715768997,28.579289867921844,28.945691020074687,29.312092172227533,29.678493324380373,30.044894476533216,30.411295628686062,30.777696780838905,31.144097932991748,31.51049908514459
