,time_s,v_moy_alpha_0.8,v_moy_alpha_0.81,v_moy_alpha_0.82,v_moy_alpha_0.83,v_moy_alpha_0.84,v_moy_alpha_0.85,v_moy_alpha_0.86,v_moy_alpha_0.87,v_moy_alpha_0.88
0,0.0,0.8428044548034669,0.8533395104885102,0.8638745661735534,0.8744096218585968,0.8849446775436401,0.8954797332286835,0.9060147889137268,0.9165498445987702,0.9270849002838135
1,0.0333333333333333,0.8715501251220703,0.8824445016860962,0.8933388782501219,0.9042332548141478,0.9151276313781738,0.9260220079421996,0.9369163845062255,0.9478107610702514,0.9587051376342773
2,0.0666666666666666,0.8673156566619874,0.8781571023702622,0.888998548078537,0.8998399937868118,0.9106814394950866,0.9215228852033616,0.9323643309116364,0.9432057766199112,0.9540472223281861
3,0.1,0.8922667350769045,0.9034200692653658,0.914573403453827,0.9257267376422883,0.9368800718307496,0.9480334060192109,0.9591867402076723,0.9703400743961336,0.9814934085845949
4,0.1333333333333333,0.849582853317261,0.8602026389837267,0.8708224246501924,0.8814422103166581,0.892061995983124,0.9026817816495898,0.9133015673160555,0.9239213529825213,0.934541138648987
5,0.1666666666666666,0.8860038928985597,0.8970789415597917,0.9081539902210236,0.9192290388822557,0.9303040875434877,0.9413791362047197,0.9524541848659517,0.9635292335271837,0.9746042821884157
6,0.2,0.9232868843078615,0.9348279703617098,0.9463690564155579,0.9579101424694062,0.9694512285232545,0.9809923145771028,0.9925334006309511,1.0040744866847993,1.0156155727386476
7,0.2333333333333333,0.8652923412323,0.8761084954977039,0.8869246497631075,0.8977408040285112,0.908556958293915,0.9193731125593188,0.9301892668247225,0.9410054210901263,0.95182157535553
8,0.2666666666666666,0.8894077320098879,0.9005253286600114,0.911642925310135,0.9227605219602586,0.9338781186103822,0.9449957152605057,0.9561133119106294,0.967230908560753,0.9783485052108766
9,0.3,0.891653612136841,0.9027992822885516,0.9139449524402619,0.9250906225919724,0.9362362927436829,0.9473819628953934,0.958527633047104,0.9696733031988145,0.980818973350525
10,0.3333333333333333,0.9030957527160647,0.9143844496250155,0.9256731465339663,0.936961843442917,0.9482505403518678,0.9595392372608187,0.9708279341697695,0.9821166310787203,0.9934053279876711
11,0.3666666666666666,0.8489987182617187,0.8596112022399902,0.8702236862182615,0.880836170196533,0.8914486541748046,0.902061138153076,0.9126736221313475,0.923286106109619,0.9338985900878906
12,0.4,0.9157342758178713,0.9271809542655947,0.938627632713318,0.9500743111610414,0.9615209896087648,0.9729676680564882,0.9844143465042116,0.995861024951935,1.0073077033996585
13,0.4333333333333333,0.875532943725586,0.8864771055221559,0.8974212673187255,0.9083654291152954,0.9193095909118653,0.930253752708435,0.9411979145050049,0.9521420763015748,0.9630862380981445
14,0.4666666666666667,0.9339563713073732,0.9456308259487154,0.9573052805900575,0.9689797352313996,0.9806541898727418,0.992328644514084,1.004003099155426,1.0156775537967684,1.0273520084381105
15,0.5,0.8974649047851564,0.9086832160949709,0.9199015274047853,0.9311198387145997,0.9423381500244141,0.9535564613342287,0.9647747726440431,0.9759930839538575,0.9872113952636721
16,0.5333333333333333,0.9190112686157228,0.9304989094734194,0.9419865503311158,0.9534741911888124,0.9649618320465089,0.9764494729042055,0.987937113761902,0.9994247546195986,1.0109123954772952
17,0.5666666666666667,0.9040499210357669,0.9153505450487139,0.9266511690616609,0.937951793074608,0.949252417087555,0.9605530411005022,0.9718536651134493,0.9831542891263964,0.9944549131393434
18,0.6,0.9122672080993651,0.9236705482006072,0.9350738883018491,0.9464772284030912,0.9578805685043332,0.9692839086055753,0.9806872487068174,0.9920905888080594,1.0034939289093017
19,0.6333333333333333,0.9117503871917725,0.9231472670316697,0.9345441468715667,0.9459410267114639,0.9573379065513611,0.9687347863912582,0.9801316662311554,0.9915285460710526,1.0029254259109497
20,0.6666666666666666,0.8744142837524415,0.885344462299347,0.8962746408462524,0.9072048193931579,0.9181349979400635,0.929065176486969,0.9399953550338745,0.95092553358078,0.9618557121276856
21,0.7,0.8630989894866943,0.873887726855278,0.8846764642238616,0.8954652015924452,0.9062539389610289,0.9170426763296127,0.9278314136981963,0.93862015106678,0.9494088884353638
22,0.7333333333333333,0.8888002510070803,0.8999102541446687,0.9110202572822571,0.9221302604198457,0.9332402635574342,0.9443502666950226,0.9554602698326112,0.9665702729701997,0.9776802761077882
23,0.7666666666666666,0.8695204868316652,0.8803894929170609,0.8912584990024567,0.9021275050878524,0.9129965111732483,0.9238655172586442,0.93473452334404,0.9456035294294358,0.9564725355148316
24,0.8,0.8939694328308108,0.9051440507411959,0.916318668651581,0.9274932865619661,0.9386679044723513,0.9498425223827364,0.9610171402931215,0.9721917582035067,0.9833663761138918
25,0.8333333333333334,0.8575017986297608,0.8682205711126328,0.8789393435955047,0.8896581160783767,0.9003768885612488,0.9110956610441208,0.9218144335269929,0.9325332060098649,0.9432519784927369
26,0.8666666666666667,0.8839812583923341,0.8950310241222382,0.9060807898521424,0.9171305555820465,0.9281803213119507,0.9392300870418548,0.9502798527717591,0.9613296185016632,0.9723793842315674
27,0.9,0.8567182502746583,0.8674272284030916,0.8781362065315247,0.8888451846599579,0.8995541627883912,0.9102631409168244,0.9209721190452577,0.9316810971736909,0.9423900753021242
28,0.9333333333333332,0.8530879554748536,0.8637515549182893,0.8744151543617249,0.8850787538051605,0.8957423532485962,0.9064059526920318,0.9170695521354676,0.9277331515789032,0.9383967510223389
29,0.9666666666666668,0.8712858295440675,0.8821769024133684,0.8930679752826691,0.90395904815197,0.9148501210212708,0.9257411938905717,0.9366322667598725,0.9475233396291735,0.9584144124984743
