,time_s,Q_alpha_0.8,Q_alpha_0.81,Q_alpha_0.82,Q_alpha_0.83,Q_alpha_0.84,Q_alpha_0.85,Q_alpha_0.86,Q_alpha_0.87,Q_alpha_0.88
0,0.0,43.62752471923828,44.17286877822877,44.71821283721924,45.263556896209714,45.808900955200194,46.354245014190674,46.899589073181154,47.444933132171634,47.990277191162114
1,0.0333333333333333,45.11553588867188,45.679480087280275,46.24342428588867,46.80736848449706,47.37131268310547,47.93525688171386,48.499201080322266,49.063145278930655,49.627089477539066
2,0.0666666666666666,44.89633987426758,45.45754412269593,46.018748371124275,46.579952619552614,47.14115686798096,47.70236111640931,48.263565364837646,48.824769613266,49.385973861694346
3,0.1,46.187925109863286,46.76527417373657,47.342623237609864,47.919972301483156,48.49732136535644,49.074670429229734,49.652019493103026,50.22936855697632,50.80671762084961
4,0.1333333333333333,43.978406524658205,44.52813660621643,45.07786668777465,45.62759676933288,46.17732685089111,46.727056932449344,47.27678701400757,47.826517095565784,48.37624717712403
5,0.1666666666666666,45.86373092651367,46.43702756309509,47.010324199676504,47.58362083625792,48.156917472839346,48.73021410942077,49.30351074600219,49.876807382583614,50.45010401916503
6,0.2,47.793674011230465,48.39109493637085,48.988515861511225,49.5859367866516,50.183357711791984,50.78077863693237,51.37819956207275,51.975620487213135,52.57304141235351
7,0.2333333333333333,44.79160354614258,45.35149859046937,45.91139363479614,46.471288679122935,47.03118372344971,47.591078767776494,48.150973812103274,48.710868856430054,49.27076390075684
8,0.2666666666666666,46.039929656982416,46.615428777694696,47.190927898406976,47.76642701911927,48.34192613983154,48.91742526054382,49.4929243812561,50.06842350196838,50.643922622680655
9,0.3,46.15618698120118,46.7331393184662,47.310091655731206,47.88704399299621,48.463996330261224,49.04094866752625,49.617901004791264,50.19485334205628,50.7718056793213
10,0.3333333333333333,46.74848602294922,47.33284209823609,47.91719817352295,48.50155424880981,49.08591032409668,49.67026639938355,50.25462247467041,50.838978549957275,51.423334625244145
11,0.3666666666666666,43.94816894531251,44.49752105712892,45.04687316894532,45.59622528076172,46.145577392578126,46.69492950439452,47.24428161621094,47.793633728027345,48.342985839843756
12,0.4,47.40271545410157,47.995249397277846,48.58778334045411,49.18031728363038,49.77285122680665,50.36538516998292,50.957919113159186,51.550453056335456,52.14298699951173
13,0.4333333333333333,45.32170532226563,45.888226638793945,46.454747955322276,47.021269271850585,47.587790588378915,48.15431190490723,48.720833221435555,49.28735453796387,49.853875854492195
14,0.4666666666666667,48.34597686767579,48.95030157852174,49.554626289367675,50.15895100021363,50.76327571105958,51.36760042190552,51.97192513275147,52.576249843597424,53.18057455444336
15,0.5,46.457006835937506,47.03771942138672,47.61843200683593,48.19914459228515,48.77985717773437,49.36056976318359,49.94128234863282,50.52199493408203,51.10270751953125
16,0.5333333333333333,47.57234802246094,48.1670023727417,48.761656723022455,49.35631107330322,49.95096542358398,50.54561977386474,51.14027412414551,51.734928474426255,52.32958282470703
17,0.5666666666666667,46.79787826538086,47.382851743698126,47.96782522201538,48.552798700332644,49.1377721786499,49.72274565696717,50.30771913528443,50.89269261360168,51.47766609191895
18,0.6,47.223243713378906,47.81353425979614,48.40382480621338,48.994115352630615,49.58440589904785,50.17469644546508,50.764986991882324,51.35527753829956,51.945568084716804
19,0.6333333333333333,47.19649063110353,47.7864467639923,48.3764028968811,48.9663590297699,49.55631516265869,50.146271295547486,50.73622742843629,51.326183561325074,51.916139694213875
20,0.6666666666666666,45.263798217773456,45.82959569549562,46.39539317321777,46.96119065093994,47.52698812866212,48.09278560638428,48.65858308410645,49.22438056182862,49.79017803955079
21,0.7,44.67806533813477,45.23654115486146,45.79501697158814,46.353492788314824,46.91196860504151,47.47044442176819,48.028920238494884,48.58739605522156,49.145871871948245
22,0.7333333333333333,46.00848358154296,46.583589626312246,47.158695671081546,47.73380171585084,48.30890776062011,48.8840138053894,49.45911985015869,50.034225894927964,50.60933193969725
23,0.7666666666666666,45.010472259521485,45.573103162765506,46.13573406600952,46.69836496925354,47.26099587249756,47.82362677574158,48.3862576789856,48.948888582229614,49.511519485473634
24,0.8,46.27606475830079,46.85451556777955,47.4329663772583,48.01141718673706,48.58986799621583,49.16831880569458,49.74676961517335,50.3252204246521,50.90367123413086
25,0.8333333333333334,44.38832839965821,44.94318250465393,45.49803660964966,46.05289071464539,46.60774481964111,47.16259892463683,47.717453029632566,48.2723071346283,48.82716123962402
26,0.8666666666666667,45.75902984619141,46.33101771926881,46.90300559234619,47.47499346542358,48.04698133850098,48.618969211578374,49.190957084655764,49.76294495773317,50.33493283081055
27,0.9,44.34776824951172,44.90211535263062,45.4564624557495,46.0108095588684,46.56515666198731,47.119503765106195,47.673850868225095,48.22819797134399,48.78254507446289
28,0.9333333333333332,44.1598471069336,44.711845195770266,45.263843284606935,45.815841373443604,46.36783946228027,46.919837551116935,47.47183563995361,48.02383372879028,48.57583181762695
29,0.9666666666666668,45.10185470581055,45.66562788963318,46.229401073455804,46.79317425727844,47.35694744110108,47.9207206249237,48.48449380874634,49.04826699256897,49.612040176391595
30,1.0,43.34231964111328,43.8840986366272,44.4258776321411,44.96765662765503,45.50943562316894,46.05121461868285,46.59299361419676,47.13477260971069,47.6765516052246
31,1.0333333333333332,43.49595977783203,44.03965927505493,44.583358772277826,45.12705826950072,45.670757766723625,46.21445726394653,46.75815676116943,47.301856258392334,47.84555575561524
32,1.0666666666666669,42.49308929443359,43.02425291061402,43.55541652679443,44.08658014297485,44.61774375915527,45.148907375335696,45.68007099151611,46.21123460769653,46.742398223876954
33,1.1,45.91455322265625,46.48848513793946,47.06241705322265,47.63634896850586,48.21028088378906,48.78421279907227,49.35814471435547,49.93207662963867,50.50600854492188
34,1.1333333333333333,42.7227035522461,43.256737346649174,43.79077114105225,44.32480493545532,44.8588387298584,45.39287252426148,45.92690631866455,46.46094011306762,46.99497390747071
35,1.1666666666666667,45.477007141113276,46.0454697303772,46.61393231964111,47.182394908905025,47.75085749816894,48.31932008743285,48.88778267669677,49.45624526596069,50.02470785522461
36,1.2,42.192007598876955,42.71940769386292,43.24680778884887,43.77420788383484,44.30160797882081,44.82900807380677,45.356408168792726,45.88380826377869,46.411208358764654
37,1.2333333333333334,44.08122436523439,44.63223966979981,45.18325497436525,45.73427027893067,46.285285583496105,46.83630088806153,47.38731619262697,47.93833149719241,48.48934680175782
38,1.2666666666666666,42.89606735229492,43.43226819419861,43.9684690361023,44.504669878005984,45.04087071990967,45.577071561813355,46.11327240371703,46.649473245620726,47.18567408752442
39,1.3,41.71431175231934,42.23574064922334,42.75716954612732,43.278598443031306,43.800027339935305,44.32145623683929,44.84288513374329,45.36431403064728,45.88574292755128
40,1.3333333333333333,39.43764106750489,39.9306115808487,40.42358209419251,40.916552607536325,41.40952312088013,41.90249363422394,42.39546414756775,42.88843466091156,43.38140517425538
41,1.3666666666666667,42.10727943420411,42.63362042713166,43.159961420059204,43.686302412986755,44.2126434059143,44.73898439884186,45.2653253917694,45.79166638469695,46.318007377624504
42,1.4,41.32865547180175,41.84526366519928,42.36187185859679,42.878480051994316,43.39508824539185,43.91169643878936,44.42830463218688,44.94491282558441,45.461521018981934
43,1.4333333333333331,40.60554679870605,41.113116133689886,41.620685468673706,42.128254803657526,42.63582413864136,43.143393473625174,43.65096280860901,44.158532143592836,44.66610147857666
44,1.4666666666666666,39.4186701965332,39.91140357398987,40.404136951446525,40.8968703289032,41.38960370635986,41.88233708381652,42.3750704612732,42.86780383872985,43.36053721618652
45,1.5,42.57393768310547,43.10611190414429,43.63828612518309,44.170460346221915,44.70263456726073,45.23480878829956,45.766983009338375,46.299157230377205,46.831331451416006
46,1.5333333333333332,39.025241775512704,39.51305729770661,40.000872819900515,40.48868834209443,40.976503864288325,41.46431938648224,41.95213490867615,42.43995043087006,42.92776595306397
47,1.5666666666666669,40.00596908569336,40.506043699264524,41.00611831283569,41.50619292640686,42.006267539978026,42.50634215354919,43.00641676712036,43.50649138069152,44.006565994262694
48,1.6,39.876274795532225,40.374728230476386,40.873181665420525,41.37163510036469,41.870088535308845,42.36854197025299,42.866995405197144,43.3654488401413,43.86390227508546
49,1.6333333333333333,38.784353256225586,39.26915767192841,39.75396208763123,40.23876650333404,40.72357091903686,41.208375334739685,41.69317975044251,42.17798416614533,42.66278858184814
50,1.6666666666666667,39.04652893066407,39.53461054229737,40.02269215393066,40.51077376556397,40.99885537719727,41.48693698883057,41.975018600463876,42.463100212097174,42.95118182373047
51,1.7,40.469251098632824,40.97511673736573,41.48098237609864,41.986848014831544,42.49271365356445,42.998579292297364,43.504444931030285,44.01031056976319,44.5161762084961
52,1.7333333333333334,38.46530776977539,38.94612411689759,39.42694046401977,39.907756811141965,40.388573158264165,40.86938950538636,41.350205852508545,41.83102219963074,42.31183854675293
53,1.7666666666666666,37.93749458312989,38.41171326541901,38.88593194770813,39.36015062999725,39.834369312286384,40.308587994575504,40.78280667686463,41.25702535915375,41.73124404144288
54,1.8,37.89212814331055,38.36577974510193,38.83943134689331,39.31308294868469,39.786734550476076,40.26038615226746,40.73403775405884,41.20768935585022,41.68134095764161
55,1.8333333333333333,38.264501037597654,38.74280730056763,39.22111356353759,39.699419826507565,40.17772608947754,40.656032352447504,41.134338615417484,41.61264487838745,42.09095114135742
56,1.8666666666666667,36.103148574829106,36.55443793201447,37.005727289199825,37.45701664638519,37.90830600357056,38.35959536075592,38.810884717941285,39.26217407512665,39.71346343231201
57,1.9,38.6810066986084,39.164519282341004,39.6480318660736,40.13154444980621,40.61505703353882,41.09856961727142,41.582082201004035,42.06559478473664,42.54910736846923
58,1.933333333333333,37.94012557983399,38.41437714958192,38.88862871932983,39.36288028907776,39.837131858825686,40.311383428573606,40.785634998321534,41.259886568069454,41.73413813781738
59,1.9666666666666663,34.78550262451171,35.22032140731811,35.6551401901245,36.0899589729309,36.5247777557373,36.95959653854369,37.39441532135009,37.829234104156484,38.26405288696289
60,2.0,35.2479638671875,35.68856341552735,36.12916296386719,36.56976251220703,37.010362060546875,37.450961608886715,37.89156115722656,38.33216070556641,38.77276025390625
61,2.033333333333333,37.36729591369629,37.83438711261749,38.30147831153869,38.7685695104599,39.2356607093811,39.702751908302304,40.169843107223514,40.6369343061447,41.10402550506592
62,2.0666666666666664,38.421862335205084,38.90213561439515,39.38240889358521,39.862682172775266,40.34295545196534,40.823228731155396,41.30350201034547,41.78377528953552,42.26404856872559
63,2.1,33.56690299987793,33.986489287376415,34.406075574874876,34.82566186237336,35.24524814987183,35.6648344373703,36.08442072486878,36.50400701236725,36.92359329986573
64,2.1333333333333333,37.34579978942871,37.812622286796575,38.279444784164426,38.74626728153228,39.21308977890015,39.679912276268,40.14673477363586,40.61355727100373,41.080379768371586
65,2.1666666666666665,36.1029849243164,36.55427223587036,37.00555954742431,37.45684685897827,37.90813417053222,38.35942148208618,38.81070879364013,39.261996105194086,39.71328341674804
66,2.2,34.82563224792481,35.26095265102387,35.696273054122926,36.13159345722198,36.566913860321044,37.00223426342011,37.43755466651917,37.872875069618225,38.30819547271729
67,2.2333333333333334,36.53355445861817,36.990223889350894,37.44689332008362,37.90356275081634,38.360232181549065,38.8169016122818,39.27357104301453,39.73024047374726,40.186909904479975
68,2.2666666666666666,35.0184125518799,35.456142708778394,35.89387286567688,36.331603022575386,36.76933317947389,37.207063336372386,37.64479349327089,38.082523650169385,38.52025380706788
69,2.3,35.810345077514654,36.257974390983584,36.705603704452514,37.153233017921444,37.600862331390374,38.04849164485931,38.49612095832825,38.943750271797185,39.39137958526611
70,2.333333333333333,36.728389205932615,37.187494071006775,37.64659893608093,38.10570380115509,38.56480866622924,39.0239135313034,39.48301839637756,39.94212326145171,40.40122812652588
71,2.3666666666666667,37.80478157043458,38.277341340065014,38.749901109695436,39.222460879325865,39.6950206489563,40.16758041858674,40.64014018821717,41.1126999578476,41.58525972747803
72,2.4,36.871832656860356,37.33273056507111,37.793628473281856,38.25452638149261,38.715424289703364,39.176322197914125,39.63722010612487,40.09811801433564,40.559015922546386
73,2.433333333333333,35.65543098449709,36.1011238718033,36.54681675910951,36.992509646415726,37.43820253372194,37.88389542102815,38.329588308334365,38.77528119564058,39.220974082946796
74,2.466666666666667,35.40004302978515,35.84254356765747,36.28504410552978,36.72754464340209,37.1700451812744,37.61254571914672,38.055046257019036,38.497546794891356,38.94004733276367
75,2.5,35.430758972167965,35.873643459320064,36.31652794647216,36.75941243362426,37.20229692077636,37.64518140792846,38.08806589508056,38.53095038223266,38.97383486938476
76,2.533333333333333,36.31247520446777,36.76638114452362,37.22028708457947,37.674193024635315,38.12809896469116,38.58200490474701,39.035910844802856,39.489816784858704,39.94372272491456
77,2.5666666666666664,36.52000671386718,36.97650679779052,37.43300688171386,37.889506965637196,38.34600704956054,38.80250713348388,39.259007217407216,39.715507301330554,40.1720073852539
78,2.6,37.53299835205078,38.00216083145141,38.47132331085204,38.94048579025268,39.40964826965332,39.878810749053955,40.347973228454585,40.81713570785522,41.28629818725585
79,2.6333333333333333,35.963723373413096,36.41326991558076,36.862816457748416,37.31236299991608,37.76190954208374,38.21145608425141,38.66100262641908,39.110549168586736,39.5600957107544
80,2.6666666666666665,34.47518096923828,34.90612073135376,35.33706049346924,35.76800025558472,36.198940017700195,36.629879779815674,37.06081954193115,37.49175930404663,37.92269906616211
81,2.7,37.34414314270019,37.810944931983954,38.2777467212677,38.744548510551446,39.2113502998352,39.67815208911895,40.1449538784027,40.61175566768646,41.07855745697021
82,2.7333333333333334,35.72554138183594,36.17211064910889,36.61867991638183,37.065249183654785,37.511818450927734,37.95838771820068,38.40495698547363,38.85152625274658,39.29809552001952
83,2.7666666666666666,34.8790805053711,35.31506901168824,35.751057518005375,36.18704602432251,36.62303453063965,37.05902303695679,37.495011543273925,37.93100004959107,38.36698855590821
84,2.8,36.042985610961914,36.49352293109894,36.94406025123595,37.394597571372984,37.84513489151001,38.29567221164703,38.746209531784054,39.19674685192108,39.64728417205811
85,2.833333333333333,36.96239685058593,37.42442681121827,37.88645677185058,38.348486732482904,38.81051669311523,39.272546653747554,39.734576614379876,40.196606575012204,40.65863653564453
86,2.8666666666666667,37.472122879028326,37.940524415016185,38.40892595100403,38.87732748699189,39.34572902297974,39.81413055896759,40.28253209495544,40.7509336309433,41.21933516693115
